InvoiceNo;StockCode;Description;Quantity;Date;UnitPrice;CustomerID;Country
539444;20972;PINK CREAM FELT CRAFT TRINKET BOX ;12;20101217;1.25;14146;United Kingdom
538714;22588;CARD HOLDER GINGHAM HEART;4;20101214;2.55;14524;United Kingdom
566274;84947;ANTIQUE SILVER TEA GLASS ENGRAVED;12;20110911;1.25;13884;United Kingdom
575867;22791;T-LIGHT GLASS FLUTED ANTIQUE;12;20111111;1.25;15034;United Kingdom
575612;22632;HAND WARMER RED RETROSPOT;12;20111110;2.1;17416;United Kingdom
546561;22565;FELTCRAFT HAIRBANDS PINK AND WHITE ;12;20110315;0.85;18260;United Kingdom
560926;20669;RED HEART LUGGAGE TAG;1;20110722;0.83;;United Kingdom
538827;85184C;S/4 VALENTINE DECOUPAGE HEART BOX;24;20101214;1.25;14298;United Kingdom
549023;22233;JIGSAW RABBIT AND BIRDHOUSE;1;20110405;3.29;;United Kingdom
565734;82552;WASHROOM METAL SIGN;1;20110906;1.45;17191;United Kingdom
556967;23238;SET OF 4 KNICK KNACK TINS LONDON ;24;20110616;4.15;17193;United Kingdom
559040;21218;RED SPOTTY BISCUIT TIN;1;20110705;8.29;;United Kingdom
581167;23681;LUNCH BAG RED VINTAGE DOILY;10;20111207;1.65;13534;United Kingdom
576019;23210;WHITE ROCKING HORSE HAND PAINTED;24;20111113;1.25;12865;Austria
574739;22633;HAND WARMER UNION JACK;12;20111106;2.1;16357;United Kingdom
564308;22091;EMPIRE TISSUE BOX;36;20110824;0.39;13901;United Kingdom
549525;21212;PACK OF 72 RETROSPOT CAKE CASES;1;20110408;1.25;;United Kingdom
551351;21733;RED HANGING HEART T-LIGHT HOLDER;32;20110428;2.55;14298;United Kingdom
580367;22567;20 DOLLY PEGS RETROSPOT;1;20111202;2.92;;United Kingdom
540551;22909;SET OF 20 VINTAGE CHRISTMAS NAPKINS;1;20110110;1.66;;United Kingdom
544796;82483;WOOD 2 DRAWER CABINET WHITE FINISH;2;20110223;6.95;16208;United Kingdom
555920;48188;DOORMAT WELCOME PUPPIES;200;20110607;4.58;18102;United Kingdom
545578;22570;FELTCRAFT CUSHION RABBIT;4;20110303;3.75;13715;United Kingdom
575846;22818;CARD CHRISTMAS VILLAGE;36;20111111;0.42;17364;United Kingdom
553860;22819;BIRTHDAY CARD, RETRO SPOT;12;20110519;0.42;17841;United Kingdom
546089;22995;TRAVEL CARD WALLET SUKI;24;20110309;0.42;17864;United Kingdom
539256;22773;GREEN DRAWER KNOB ACRYLIC EDWARDIAN;12;20101216;1.25;15601;United Kingdom
553195;22435;SET OF 9 HEART SHAPED BALLOONS;12;20110515;1.25;12599;France
556905;23144;ZINC T-LIGHT HOLDER STARS SMALL;12;20110615;0.83;16904;United Kingdom
547098;22138;BAKING SET 9 PIECE RETROSPOT ;3;20110321;4.95;16384;United Kingdom
562528;23010;CIRCUS PARADE BABY GIFT SET;1;20110805;16.95;12610;Italy
543532;22502;PICNIC BASKET WICKER SMALL;1;20110209;8.29;;United Kingdom
567096;22766;PHOTO FRAME CORNICE;4;20110916;2.95;15099;United Kingdom
569653;23415;HOME SWEET HOME HOOK;12;20111005;1.65;12451;Switzerland
567376;22114;HOT WATER BOTTLE TEA AND SYMPATHY;24;20110920;3.75;13767;United Kingdom
550336;23051;RECYCLED ACAPULCO MAT BLUE;2;20110417;8.25;13089;United Kingdom
577029;23267;SET OF 4 SANTA PLACE SETTINGS;12;20111117;1.25;15563;United Kingdom
562574;20992;JAZZ HEARTS PURSE NOTEBOOK;4;20110807;0.39;14903;United Kingdom
542130;82483;WOOD 2 DRAWER CABINET WHITE FINISH;4;20110125;5.95;13468;United Kingdom
540168;84510A;SET OF 4 ENGLISH ROSE COASTERS;4;20110105;1.25;13715;United Kingdom
551966;23205;CHARLOTTE BAG VINTAGE ALPHABET ;10;20110505;0.85;15356;United Kingdom
C557654;23236;DOILEY STORAGE TIN;-1;20110621;2.89;14243;United Kingdom
567163;22907;PACK OF 20 NAPKINS PANTRY DESIGN;12;20110918;0.85;13247;United Kingdom
541592;22055;MINI CAKE STAND  HANGING STRAWBERY;6;20110119;3.29;;United Kingdom
578289;23396;LE JARDIN BOTANIQUE CUSHION COVER;1;20111123;3.75;17841;United Kingdom
554514;21990;MODERN FLORAL STATIONERY SET;1;20110524;2.46;;United Kingdom
537823;21846;PINK DIAMANTE PEN IN GIFT BOX;2;20101208;4.21;;United Kingdom
571654;22569;FELTCRAFT CUSHION BUTTERFLY;1;20111018;3.75;18118;United Kingdom
578085;21877;HOME SWEET HOME MUG;12;20111122;1.65;13319;United Kingdom
541696;84032A;CHARLIE+LOLA PINK HOT WATER BOTTLE;2;20110120;3.29;;United Kingdom
540526;22650;CERAMIC PIRATE CHEST MONEY BANK;1;20110109;1.45;14606;United Kingdom
536782;22469;HEART OF WICKER SMALL;24;20101202;1.65;17567;United Kingdom
546498;37447;CERAMIC CAKE DESIGN SPOTTED PLATE;3;20110314;1.49;15493;United Kingdom
540458;22711;WRAP CIRCUS PARADE;25;20110107;0.42;12501;Germany
574107;23283;DOORMAT VINTAGE LEAF;2;20111103;8.25;13728;United Kingdom
577104;82484;WOOD BLACK BOARD ANT WHITE FINISH;12;20111117;6.75;12747;United Kingdom
547871;22139;RETROSPOT TEA SET CERAMIC 11 PC ;3;20110327;4.95;16931;United Kingdom
541138;21731;RED TOADSTOOL LED NIGHT LIGHT;12;20110114;1.65;12553;France
571715;21977;PACK OF 60 PINK PAISLEY CAKE CASES;6;20111018;0.55;17576;United Kingdom
564634;47566;PARTY BUNTING;8;20110826;4.95;14210;United Kingdom
580816;84806B;WHITE CANDYSTUFT ARTIFICIAL FLOWER;24;20111206;0.39;15157;United Kingdom
554098;23078;ICE CREAM PEN LIP GLOSS ;24;20110522;1.25;14769;United Kingdom
566195;23002;TRAVEL CARD WALLET SKULLS;24;20110909;0.42;12433;Norway
561209;22178;VICTORIAN GLASS HANGING T-LIGHT;1;20110725;2.46;;United Kingdom
547567;22558;CLOTHES PEGS RETROSPOT PACK 24 ;24;20110324;1.49;17644;United Kingdom
538525;22423;REGENCY CAKESTAND 3 TIER;10;20101213;12.75;12540;Spain
580730;23245;SET OF 3 REGENCY CAKE TINS;2;20111205;10.79;;United Kingdom
577719;71477;COLOUR GLASS. STAR T-LIGHT HOLDER;168;20111121;3.29;16013;United Kingdom
537773;20764;ABSTRACT CIRCLES SKETCHBOOK ;1;20101208;3.75;16016;United Kingdom
569013;22630;DOLLY GIRL LUNCH BOX;12;20110930;1.95;15187;United Kingdom
580115;22367;CHILDRENS APRON SPACEBOY DESIGN;1;20111201;4.13;;United Kingdom
574103;20981;12 PENCILS TALL TUBE WOODLAND;12;20111103;0.85;13636;United Kingdom
579134;23208;LUNCH BAG VINTAGE LEAF DESIGN;10;20111128;1.65;13115;United Kingdom
568319;22617;BAKING SET SPACEBOY DESIGN;12;20110926;4.95;17389;United Kingdom
539501;21733;RED HANGING HEART T-LIGHT HOLDER;4;20101220;2.95;17085;United Kingdom
549790;21507;ELEPHANT, BIRTHDAY CARD, ;12;20110412;0.42;16172;United Kingdom
548484;21210;SET OF 72 RETROSPOT PAPER  DOILIES;1;20110331;1.45;13571;United Kingdom
564246;48187;DOORMAT NEW ENGLAND;2;20110824;7.95;13534;United Kingdom
548504;21354;TOAST ITS - BEST MUM;3;20110331;2.46;;United Kingdom
576071;21754;HOME BUILDING BLOCK WORD;1;20111113;6.25;18069;United Kingdom
C567708;21931;JUMBO STORAGE BAG SUKI;-1;20110922;2.08;15201;United Kingdom
578008;22966;GINGERBREAD MAN COOKIE CUTTER;24;20111122;1.25;14657;United Kingdom
568211;21824;PAINTED METAL STAR WITH HOLLY BELLS;24;20110925;0.39;13429;United Kingdom
553834;23173;REGENCY TEAPOT ROSES ;8;20110519;9.95;15189;United Kingdom
545415;20724;RED RETROSPOT CHARLOTTE BAG;20;20110302;0.85;15641;United Kingdom
567099;22899;CHILDREN'S APRON DOLLY GIRL ;2;20110916;2.1;15311;United Kingdom
567473;22751;FELTCRAFT PRINCESS OLIVIA DOLL;1;20110920;3.75;17841;United Kingdom
568567;22815;CARD PSYCHEDELIC APPLES;2;20110927;0.42;;United Kingdom
573585;20723;STRAWBERRY CHARLOTTE BAG;15;20111031;0.85;;United Kingdom
536865;20615;BLUE POLKADOT PASSPORT COVER;1;20101203;4.21;;United Kingdom
580637;22620;4 TRADITIONAL SPINNING TOPS;2;20111205;1.45;15033;United Kingdom
567474;22652;TRAVEL SEWING KIT;6;20110920;1.65;13448;United Kingdom
578266;22580;ADVENT CALENDAR GINGHAM SACK;1;20111123;5.95;12748;United Kingdom
565411;22895;SET OF 2 TEA TOWELS APPLE AND PEARS;1;20110904;3.25;13772;United Kingdom
553046;20726;LUNCH BAG WOODLAND;10;20110513;1.65;13534;United Kingdom
556243;35004B;SET OF 3 BLACK FLYING DUCKS;1;20110609;5.79;;United Kingdom
545188;22729;ALARM CLOCK BAKELIKE ORANGE;1;20110228;3.75;14056;United Kingdom
567818;22739;RIBBON REEL CHRISTMAS SOCK BAUBLE;5;20110922;1.65;14395;United Kingdom
581217;18097C;WHITE TALL PORCELAIN T-LIGHT HOLDER;1;20111208;4.96;;United Kingdom
572758;22477;WATERING CAN GARDEN MARKER;2;20111025;2.46;;United Kingdom
562207;22085;PAPER CHAIN KIT SKULLS ;40;20110803;2.55;12643;France
574691;84836;ZINC METAL HEART DECORATION;6;20111106;1.25;14174;United Kingdom
577050;23344;JUMBO BAG 50'S CHRISTMAS ;10;20111117;2.08;14191;United Kingdom
547247;22052;VINTAGE CARAVAN GIFT WRAP;25;20110322;0.42;18225;United Kingdom
546927;22974;CHILDRENS DOLLY GIRL MUG;24;20110318;1.65;16672;United Kingdom
571305;22784;LANTERN CREAM GAZEBO ;1;20111017;10.79;;United Kingdom
560895;23226;FILIGREE HEART DAISY WHITE;24;20110721;1.25;13089;United Kingdom
551994;22028;PENNY FARTHING BIRTHDAY CARD;12;20110505;0.42;12868;United Kingdom
559317;23052;RECYCLED ACAPULCO MAT TURQUOISE;1;20110707;8.25;17611;United Kingdom
550522;21967;PACK OF 12 SKULL TISSUES;24;20110419;0.29;12947;United Kingdom
536865;21481;FAWN BLUE HOT WATER BOTTLE;1;20101203;6.77;;United Kingdom
579470;22604;SET OF 4 NAPKIN CHARMS CUTLERY;2;20111129;2.55;16549;United Kingdom
551283;47590B;PINK HAPPY BIRTHDAY BUNTING;2;20110427;5.45;16755;United Kingdom
558774;22723;SET OF 6 HERB TINS SKETCHBOOK;4;20110704;3.29;;United Kingdom
552624;23199;JUMBO BAG APPLES;4;20110510;2.08;14505;United Kingdom
540848;85032D;YULETIDE IMAGES GIFT WRAP SET;7;20110112;1.66;;United Kingdom
572889;85032C;CURIOUS IMAGES GIFT WRAP SET;2;20111026;0.65;12748;United Kingdom
550471;90059D;DIAMANTE HAIR GRIP PACK/2 PERIDOT;1;20110418;1.65;;United Kingdom
559128;84375;SET OF 20 KIDS COOKIE CUTTERS;2;20110706;2.1;17238;United Kingdom
541985;22588;CARD HOLDER GINGHAM HEART;2;20110124;2.55;15052;United Kingdom
575930;23352;ROLL WRAP 50'S RED CHRISTMAS ;4;20111111;2.46;;United Kingdom
572295;22489;PACK OF 12 TRADITIONAL CRAYONS;6;20111023;0.42;16686;United Kingdom
538517;22569;FELTCRAFT CUSHION BUTTERFLY;1;20101212;3.75;17618;United Kingdom
579508;21402;RED  EGG  SPOON;2;20111129;0.42;;United Kingdom
544657;20725;LUNCH BAG RED RETROSPOT;10;20110222;1.65;14895;United Kingdom
561502;22602;RETROSPOT WOODEN HEART DECORATION;12;20110727;0.85;14305;United Kingdom
548808;47566;PARTY BUNTING;2;20110404;4.95;17774;United Kingdom
574012;21703;BAG 125g SWIRLY MARBLES;864;20111102;0.27;12830;United Kingdom
566494;22961;JAM MAKING SET PRINTED;192;20110913;1.45;17404;Sweden
554415;22697;GREEN REGENCY TEACUP AND SAUCER;6;20110524;2.95;18202;United Kingdom
541265;22383;LUNCH BAG SUKI  DESIGN ;2;20110116;1.65;17609;United Kingdom
576025;20655;QUEEN OF SKIES LUGGAGE TAG;2;20111113;1.25;13232;United Kingdom
563845;22027;TEA PARTY BIRTHDAY CARD;12;20110819;0.42;12991;United Kingdom
542423;22635;CHILDS BREAKFAST SET DOLLY GIRL ;8;20110128;8.5;15057;United Kingdom
572129;17107D;FLOWER FAIRY 5 DRAWER LINERS;6;20111021;2.55;17528;United Kingdom
565208;22730;ALARM CLOCK BAKELIKE IVORY;8;20110901;3.75;18172;United Kingdom
572563;23570;TRADITIONAL PICK UP STICKS GAME ;12;20111025;1.25;12928;United Kingdom
572103;84826;ASSTD DESIGN 3D PAPER STICKERS;1;20111020;0.85;17571;United Kingdom
571653;21818;GLITTER HEART DECORATION;36;20111018;0.39;14298;United Kingdom
581164;21098;CHRISTMAS TOILET ROLL;4;20111207;1.25;14395;United Kingdom
575904;22971;QUEENS GUARD COFFEE MUG;2;20111111;2.55;18014;United Kingdom
575915;22866;HAND WARMER SCOTTY DOG DESIGN;96;20111111;1.85;15903;United Kingdom
548504;22379;RECYCLING BAG RETROSPOT ;3;20110331;4.96;;United Kingdom
542622;22631;CIRCUS PARADE LUNCH BOX ;1;20110131;4.13;;United Kingdom
565412;84051;ASS COLOUR GLOWING TIARAS;120;20110904;0.64;14156;EIRE
576617;22635;CHILDS BREAKFAST SET DOLLY GIRL ;1;20111115;19.96;;United Kingdom
549915;22775;PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;12;20110413;1.25;18231;United Kingdom
552554;21035;SET/2 RED RETROSPOT TEA TOWELS ;1;20110510;3.25;12843;United Kingdom
577358;21744;SNOWFLAKE PORTABLE TABLE LIGHT ;5;20111118;2.46;;United Kingdom
543831;20713;JUMBO BAG OWLS;100;20110214;1.65;15769;United Kingdom
581215;23382;BOX OF 6 CHRISTMAS CAKE DECORATIONS;36;20111208;3.29;13408;United Kingdom
540255;84748;FOLK FELT HANGING MULTICOL GARLAND;2;20110105;2.51;;United Kingdom
572318;20992;JAZZ HEARTS PURSE NOTEBOOK;2;20111023;0.39;15436;United Kingdom
580513;22755;SMALL PURPLE BABUSHKA NOTEBOOK ;12;20111204;0.21;14456;United Kingdom
557502;22379;RECYCLING BAG RETROSPOT ;1;20110620;4.13;;United Kingdom
546782;21259;VICTORIAN SEWING BOX SMALL ;2;20110317;5.95;15291;United Kingdom
564835;15058B;PINK POLKADOT GARDEN PARASOL;1;20110830;10.79;;United Kingdom
556207;21238;RED RETROSPOT CUP;8;20110609;0.85;17372;United Kingdom
562031;22679;FRENCH BLUE METAL DOOR SIGN 4;5;20110801;1.25;16984;United Kingdom
578323;48194;DOORMAT HEARTS;1;20111123;8.25;15743;United Kingdom
572103;23198;PANTRY MAGNETIC  SHOPPING LIST;1;20111020;1.45;17571;United Kingdom
555648;22617;BAKING SET SPACEBOY DESIGN;1;20110606;4.95;14623;United Kingdom
580727;20724;RED RETROSPOT CHARLOTTE BAG;1;20111205;1.63;14096;United Kingdom
546543;22998;TRAVEL CARD WALLET KEEP CALM;1;20110314;0.42;17841;United Kingdom
566246;79302M;ART LIGHTS,FUNK MONKEY;6;20110911;2.95;13941;United Kingdom
545048;82494L;WOODEN FRAME ANTIQUE WHITE ;3;20110227;2.95;14810;United Kingdom
579512;90003D;CRYSTAL PAIR HEART HAIR SLIDES;3;20111129;3.73;;United Kingdom
568065;85123A;WHITE HANGING HEART T-LIGHT HOLDER;6;20110923;2.95;16240;United Kingdom
563849;22423;REGENCY CAKESTAND 3 TIER;1;20110819;12.75;14772;United Kingdom
541253;22726;ALARM CLOCK BAKELIKE GREEN;1;20110116;3.75;17841;United Kingdom
570342;21231;SWEETHEART CERAMIC TRINKET BOX;12;20111010;1.25;17706;United Kingdom
554013;71053;WHITE METAL LANTERN;4;20110520;3.75;13308;United Kingdom
569832;23220;REINDEER HEART DECORATION GOLD;12;20111006;0.83;15315;United Kingdom
575039;22766;PHOTO FRAME CORNICE;3;20111108;2.95;15005;United Kingdom
563555;22191;IVORY DINER WALL CLOCK;1;20110817;8.5;16755;United Kingdom
560394;21179;NO JUNK MAIL METAL SIGN;1;20110718;0.39;14390;United Kingdom
567626;22646;CERAMIC STRAWBERRY CAKE MONEY BANK;1;20110921;1.45;15311;United Kingdom
572703;22582;PACK OF 6 SWEETIE GIFT BOXES;1;20111025;2.55;16110;United Kingdom
572668;21328;BALLOONS  WRITING SET ;1;20111025;1.65;18045;United Kingdom
543770;20716;PARTY FOOD SHOPPER BAG;10;20110211;1.25;13875;United Kingdom
555106;23175;REGENCY MILK JUG PINK ;4;20110531;3.25;12790;Netherlands
547897;22548;HEADS AND TAILS SPORTING FUN;12;20110328;1.25;12792;Portugal
542219;22617;BAKING SET SPACEBOY DESIGN;3;20110126;4.95;17735;United Kingdom
549261;22296;HEART IVORY TRELLIS LARGE;12;20110407;1.65;14903;United Kingdom
573345;22944;CHRISTMAS METAL POSTCARD WITH BELLS;6;20111030;0.39;17609;United Kingdom
580115;22989;SET 2 PANTRY DESIGN TEA TOWELS;1;20111201;6.63;;United Kingdom
580983;23319;BOX OF 6 MINI 50'S CRACKERS;1;20111206;4.96;;United Kingdom
572323;22577;WOODEN HEART CHRISTMAS SCANDINAVIAN;24;20111024;0.29;14312;United Kingdom
554695;85099B;JUMBO BAG RED RETROSPOT;5;20110525;2.08;16161;United Kingdom
580556;22619;SET OF 6 SOLDIER SKITTLES;20;20111205;3.75;16513;United Kingdom
577061;23320;GIANT 50'S CHRISTMAS CRACKER;12;20111117;2.89;14911;EIRE
573108;23122;PARTY CHARMS 50 PIECES;12;20111027;0.83;12430;Norway
558200;21908;CHOCOLATE THIS WAY METAL SIGN;1;20110627;2.1;15976;United Kingdom
571061;22360;GLASS JAR ENGLISH CONFECTIONERY;1;20111013;5.79;;United Kingdom
578521;22457;NATURAL SLATE HEART CHALKBOARD ;1;20111124;2.95;17812;United Kingdom
580727;22324;BLUE POLKADOT KIDS BAG;1;20111205;4.13;14096;United Kingdom
540489;22926;IVORY GIANT GARDEN THERMOMETER;2;20110107;5.95;13593;United Kingdom
568061;22191;IVORY DINER WALL CLOCK;1;20110923;8.5;16910;United Kingdom
571931;22580;ADVENT CALENDAR GINGHAM SACK;4;20111019;4.13;;United Kingdom
542255;22653;BUTTON BOX ;1;20110126;4.13;;United Kingdom
547401;22957;SET 3 PAPER VINTAGE CHICK PAPER EGG;3;20110322;2.95;17576;United Kingdom
572856;85034A;3 GARDENIA MORRIS BOXED CANDLES;6;20111026;1.25;18118;United Kingdom
570465;21915;RED  HARMONICA IN BOX ;1;20111010;2.46;;United Kingdom
561492;22528;;-1;20110727;0;;United Kingdom
580529;82486;3 DRAWER ANTIQUE WHITE WOOD CABINET;4;20111204;8.95;14658;United Kingdom
558916;85123A;WHITE HANGING HEART T-LIGHT HOLDER;64;20110705;2.55;16985;United Kingdom
572220;21989;PACK OF 20 SKULL PAPER NAPKINS;2;20111021;0.85;17800;United Kingdom
547253;21891;TRADITIONAL WOODEN SKIPPING ROPE;4;20110322;1.25;13869;United Kingdom
545079;85123A;WHITE HANGING HEART T-LIGHT HOLDER;2;20110228;2.95;18283;United Kingdom
575070;22431;WATERING CAN BLUE ELEPHANT;1;20111108;1.95;17841;United Kingdom
562593;84519B;CARROT CHARLIE+LOLA COASTER SET;6;20110807;1.25;16549;United Kingdom
559338;85025C;PINK HEART SHAPE PHOTO FRAME;1;20110707;3.29;;United Kingdom
536605;20963;APPLE BATH SPONGE;10;20101202;1.25;13715;United Kingdom
551817;22925;BLUE GIANT GARDEN THERMOMETER;1;20110504;5.95;17974;United Kingdom
553549;84030E;ENGLISH ROSE HOT WATER BOTTLE;1;20110517;8.29;;United Kingdom
577893;22091;EMPIRE TISSUE BOX;12;20111122;0.39;17073;United Kingdom
562928;84947;ANTIQUE SILVER TEA GLASS ENGRAVED;6;20110810;1.25;15494;United Kingdom
569248;23353;6 GIFT TAGS VINTAGE CHRISTMAS ;12;20111003;0.83;12886;United Kingdom
571280;20983;12 PENCILS TALL TUBE RED RETROSPOT;6;20111016;0.85;18122;United Kingdom
576840;22572;ROCKING HORSE GREEN CHRISTMAS ;1;20111116;1.63;;United Kingdom
569524;23409;PHOTO FRAME LINEN AND LACE LARGE;1;20111004;3.75;14506;United Kingdom
542906;85129D;BEADED CRYSTAL HEART PINK SMALL;4;20110201;2.46;;United Kingdom
539475;22662;LUNCH BAG DOLLY GIRL DESIGN;1;20101219;1.65;16686;United Kingdom
566397;22413;METAL SIGN TAKE IT OR LEAVE IT ;2;20110912;2.95;17811;United Kingdom
575930;22577;WOODEN HEART CHRISTMAS SCANDINAVIAN;3;20111111;0.83;;United Kingdom
550469;22557;PLASTERS IN TIN VINTAGE PAISLEY ;2;20110418;1.65;16399;United Kingdom
C538530;22630;DOLLY GIRL LUNCH BOX;-33;20101213;1.95;14796;United Kingdom
550362;47566;PARTY BUNTING;50;20110418;4.15;13113;United Kingdom
574297;23424;GINGHAM RECIPE BOOK BOX;4;20111103;4.95;16602;United Kingdom
570404;21930;JUMBO STORAGE BAG SKULLS;1;20111010;2.08;16395;United Kingdom
546508;22378;WALL TIDY RETROSPOT ;5;20110314;2.1;15971;United Kingdom
541590;22708;WRAP DOLLY GIRL;25;20110119;0.42;13310;United Kingdom
576779;23254;CHILDRENS CUTLERY DOLLY GIRL ;3;20111116;4.15;14554;United Kingdom
538658;75131;METAL TUBE CHIME ON BAMBOO;60;20101213;1.25;17969;United Kingdom
569236;35967;FOLK ART METAL STAR T-LIGHT HOLDER;4;20111002;0.38;14432;United Kingdom
555149;21988;PACK OF 6 SKULL PAPER PLATES;2;20110531;1.63;;United Kingdom
571322;23200;JUMBO BAG PEARS;10;20111017;2.08;13534;United Kingdom
551728;23207;LUNCH BAG ALPHABET DESIGN;10;20110504;1.65;12720;Germany
547199;22322;BIRD DECORATION GREEN POLKADOT;1;20110321;0.85;14606;United Kingdom
574870;85099F;JUMBO BAG STRAWBERRY;2;20111107;2.08;17811;United Kingdom
566282;22835;HOT WATER BOTTLE I AM SO POORLY;24;20110911;4.25;15782;United Kingdom
537794;22114;HOT WATER BOTTLE TEA AND SYMPATHY;2;20101208;3.95;16713;United Kingdom
548614;22563;HAPPY STENCIL CRAFT;4;20110401;1.25;14419;United Kingdom
573029;22505;MEMO BOARD COTTAGE DESIGN;1;20111027;4.95;14971;United Kingdom
581439;51014A;FEATHER PEN,HOT PINK;1;20111208;0.83;;United Kingdom
574240;23284;DOORMAT KEEP CALM AND COME IN;2;20111103;8.25;15998;United Kingdom
552883;84992;72 SWEETHEART FAIRY CAKE CASES;120;20110512;0.42;14646;Netherlands
544462;85049G;CHOCOLATE BOX RIBBONS ;3;20110220;1.25;17050;United Kingdom
577711;21086;SET/6 RED SPOTTY PAPER CUPS;1;20111121;0.65;15527;United Kingdom
546681;22983;CARD BILLBOARD FONT;12;20110316;0.42;16297;United Kingdom
571214;22440;BALLOON WATER BOMB PACK OF 35;10;20111014;0.42;14390;United Kingdom
552234;DOT;DOTCOM POSTAGE;1;20110506;174.24;;United Kingdom
537638;20754;RETROSPOT RED WASHING UP GLOVES;3;20101207;4.21;;United Kingdom
576339;22733;3D TRADITIONAL CHRISTMAS STICKERS;4;20111114;2.46;14096;United Kingdom
562843;22804;CANDLEHOLDER PINK HANGING HEART;2;20110809;5.79;;United Kingdom
576837;82567;AIRLINE LOUNGE,METAL SIGN;2;20111116;1.63;;United Kingdom
538071;20668;DISCO BALL CHRISTMAS DECORATION;1;20101209;0.43;;United Kingdom
575930;22928;YELLOW GIANT GARDEN THERMOMETER;1;20111111;12.46;;United Kingdom
566972;21912;VINTAGE SNAKES & LADDERS;4;20110916;3.75;16573;United Kingdom
568671;23192;BUNDLE OF 3 ALPHABET EXERCISE BOOKS;12;20110928;1.65;13139;United Kingdom
548164;48116;DOORMAT MULTICOLOUR STRIPE;1;20110329;14.13;;United Kingdom
568048;22197;POPCORN HOLDER;24;20110923;0.85;14911;EIRE
563557;22169;FAMILY ALBUM WHITE PICTURE FRAME;4;20110817;8.5;15786;United Kingdom
570465;22138;BAKING SET 9 PIECE RETROSPOT ;2;20111010;10.79;;United Kingdom
538177;84596E;SMALL LICORICE DES PINK BOWL;1;20101210;2.51;;United Kingdom
547722;84997D;CHILDRENS CUTLERY POLKADOT PINK;4;20110325;4.15;12553;France
549667;20723;STRAWBERRY CHARLOTTE BAG;10;20110411;0.85;14911;EIRE
543814;22084;PAPER CHAIN KIT EMPIRE;6;20110213;2.95;15640;United Kingdom
575490;23378;PACK OF 12 50'S CHRISTMAS TISSUES;12;20111109;0.39;15031;United Kingdom
579553;72800B; 4 PURPLE FLOCK DINNER CANDLES;6;20111130;2.55;14156;EIRE
567386;22382;LUNCH BAG SPACEBOY DESIGN ;10;20110920;1.65;17863;United Kingdom
568954;20828;GLITTER BUTTERFLY CLIPS;6;20110929;2.55;13576;United Kingdom
546249;21115;ROSE CARAVAN DOORSTOP;1;20110310;6.75;14606;United Kingdom
541205;22470;HEART OF WICKER LARGE;3;20110114;2.95;18106;United Kingdom
578041;23127;FELTCRAFT GIRL NICOLE KIT;3;20111122;4.95;17338;United Kingdom
550193;84535B;FAIRY CAKES NOTEBOOK A6 SIZE;16;20110415;0.65;13952;United Kingdom
546896;21621;VINTAGE UNION JACK BUNTING;2;20110317;16.63;;United Kingdom
562129;22674;FRENCH TOILET SIGN BLUE METAL;12;20110803;1.25;13186;United Kingdom
