id;value;country;frequency;recency
17262;169.5;United Kingdom;1;261
17263;10.89;United Kingdom;1;208
17265;42.14;United Kingdom;2;138
17266;33;United Kingdom;3;2
17267;10.05;United Kingdom;1;127
17268;20;United Kingdom;1;150
17272;146.88;United Kingdom;3;46
17274;33.94;United Kingdom;1;35
17277;161;United Kingdom;2;227
17282;427.05;United Kingdom;2;130
17284;174.43;United Kingdom;6;60
17286;24.32;United Kingdom;1;21
17287;174.07;United Kingdom;6;26
17288;104.26;United Kingdom;4;12
17289;93.27;United Kingdom;3;31
17290;71.65;United Kingdom;2;3
17293;241.93;United Kingdom;8;8
17295;85.48;United Kingdom;3;28
17297;19.39;United Kingdom;1;17
17298;26.35;United Kingdom;1;101
17299;18.55;United Kingdom;1;173
17301;11.45;United Kingdom;1;21
17302;127.51;United Kingdom;3;32
17303;28.44;United Kingdom;1;361
17306;760.2;United Kingdom;4;142
17309;11.25;United Kingdom;1;95
17311;180.38;United Kingdom;2;78
17312;0.95;United Kingdom;1;155
17313;285;United Kingdom;1;31
17314;317.06;United Kingdom;6;28
17315;507.89;United Kingdom;27;1
17320;67.2;United Kingdom;3;100
17321;39.56;United Kingdom;1;67
17323;84.62;United Kingdom;6;15
17324;238.79;United Kingdom;2;21
17325;16.5;United Kingdom;1;280
17329;114.48;United Kingdom;2;14
17330;70.8;United Kingdom;1;67
17333;20.04;United Kingdom;1;85
17334;-0.42;United Kingdom;1;301
17337;270.26;United Kingdom;3;211
17338;651.09;United Kingdom;9;17
17340;1507.02;United Kingdom;8;29
17341;60.49;United Kingdom;2;156
17343;7.95;United Kingdom;1;355
17344;10.9;United Kingdom;1;46
17345;30.18;United Kingdom;3;15
17346;382.09;United Kingdom;16;3
17348;166.98;United Kingdom;5;14
17349;42.5;United Kingdom;1;179
17350;118.2;United Kingdom;2;45
17351;192.75;United Kingdom;2;36
17353;217.5;United Kingdom;1;129
17354;10.5;United Kingdom;1;50
17356;50.58;United Kingdom;1;311
17357;5.88;United Kingdom;1;24
17358;6.95;United Kingdom;1;355
17359;6.29;United Kingdom;1;11
17360;90.12;United Kingdom;3;17
17361;32.3;United Kingdom;2;49
17362;85.6;United Kingdom;2;239
17364;474.34;United Kingdom;8;7
17365;582.79;United Kingdom;7;12
17367;24.9;United Kingdom;1;238
17368;200.87;United Kingdom;8;23
17370;52.74;United Kingdom;3;84
17371;63.84;United Kingdom;3;17
17372;112.08;United Kingdom;8;40
17373;73.27;United Kingdom;3;40
17374;109.5;United Kingdom;2;218
17375;56.96;United Kingdom;3;199
17376;11.8;United Kingdom;1;311
17377;615.22;United Kingdom;17;23
17379;31.19;United Kingdom;1;11
17381;2664.48;United Kingdom;12;8
17383;12.9;United Kingdom;1;4
17384;27.45;United Kingdom;2;19
17385;35.58;United Kingdom;1;14
17386;127.72;United Kingdom;3;7
17387;76.78;United Kingdom;2;19
17388;24.9;United Kingdom;1;131
17389;3350.2;United Kingdom;15;3
17392;37;United Kingdom;1;358
17396;1708.1;United Kingdom;4;39
17397;24.76;United Kingdom;2;22
17398;54.15;United Kingdom;2;210
17400;306.32;United Kingdom;4;126
17402;250.55;United Kingdom;6;4
17403;32.38;United Kingdom;1;36
17404;3251.02;Other;9;25
17405;71.66;United Kingdom;3;1
17406;62.25;United Kingdom;1;333
17409;128.5;United Kingdom;1;184
17410;131.95;United Kingdom;4;37
17411;126.6;United Kingdom;3;12
17412;74.4;United Kingdom;2;358
17414;180;United Kingdom;1;43
17415;76.39;United Kingdom;1;79
17416;691.68;United Kingdom;5;29
17418;17.14;United Kingdom;1;42
17419;452.32;United Kingdom;10;11
17420;66.56;United Kingdom;2;50
17422;343.07;United Kingdom;9;16
17423;244.14;United Kingdom;2;46
17425;103.6;United Kingdom;1;60
17426;441.28;United Kingdom;6;8
17427;30;United Kingdom;1;71
17428;1306.41;United Kingdom;18;44
17429;60.73;United Kingdom;4;120
17430;17.7;United Kingdom;1;32
17431;58.68;United Kingdom;1;313
17432;41.53;United Kingdom;2;18
17433;12;United Kingdom;1;88
17434;183;United Kingdom;7;2
17438;35.8;United Kingdom;1;253
17440;100.83;United Kingdom;2;239
17442;267.42;United Kingdom;5;36
17444;244.88;Other;2;151
17446;13.2;United Kingdom;1;310
17447;32.7;United Kingdom;1;71
17449;345.57;United Kingdom;7;2
17450;25802.24;United Kingdom;23;11
17451;172.24;United Kingdom;6;1
17453;100.8;United Kingdom;1;64
17454;31.2;United Kingdom;3;233
17455;36.4;United Kingdom;1;203
17456;30.4;United Kingdom;1;365
17457;187.56;United Kingdom;2;308
17458;31.43;United Kingdom;1;15
17459;88.43;United Kingdom;2;43
17460;35.4;United Kingdom;1;318
17461;66.32;United Kingdom;2;22
17462;93.2;United Kingdom;2;51
17463;251.54;United Kingdom;6;16
17466;20.8;United Kingdom;1;78
17469;184.61;United Kingdom;5;16
17470;134.56;United Kingdom;4;44
17472;85.5;United Kingdom;3;191
17475;9.48;United Kingdom;1;79
17480;25.74;United Kingdom;2;73
17481;114.38;United Kingdom;4;3
17483;15;United Kingdom;1;65
17486;50.55;United Kingdom;1;261
17489;12.6;United Kingdom;1;212
17490;257.87;United Kingdom;9;0
17491;228.05;United Kingdom;6;74
17492;15;United Kingdom;1;248
17495;33;United Kingdom;2;7
17496;26.7;United Kingdom;1;358
17498;38.88;United Kingdom;1;75
17499;76.4;United Kingdom;1;289
17500;33;United Kingdom;1;29
17501;86.7;United Kingdom;2;220
17502;90.84;United Kingdom;1;9
17503;101.61;United Kingdom;2;2
17504;186.93;United Kingdom;6;206
17505;220.61;United Kingdom;2;161
17506;40.5;United Kingdom;1;75
17507;89.52;United Kingdom;2;261
17508;72.66;Other;1;280
17509;566.83;United Kingdom;8;57
17511;10426.39;United Kingdom;32;2
17512;244.52;United Kingdom;6;51
17513;199.2;United Kingdom;1;72
17514;17.65;United Kingdom;1;128
17515;77.68;United Kingdom;4;31
17516;115.94;United Kingdom;5;15
17517;15;United Kingdom;1;308
17519;118.93;United Kingdom;5;133
17520;47.38;United Kingdom;1;53
17521;118.8;United Kingdom;3;29
17522;224.92;United Kingdom;3;183
17523;102.42;United Kingdom;3;11
17525;87.6;United Kingdom;1;359
17526;-397.1;United Kingdom;3;4
17527;-9.16;United Kingdom;4;53
17528;411.46;United Kingdom;7;17
17530;217.52;United Kingdom;8;1
17531;20.15;United Kingdom;2;120
17534;19.8;United Kingdom;1;53
17535;43.2;United Kingdom;1;280
17537;176.82;United Kingdom;2;29
17538;15;United Kingdom;1;25
17540;69.9;United Kingdom;2;24
17542;5.85;United Kingdom;1;269
17545;89.71;United Kingdom;3;43
17548;-22.7;United Kingdom;2;217
17550;12.35;United Kingdom;3;197
17551;43;United Kingdom;1;359
17552;57.43;United Kingdom;3;42
17554;276.73;United Kingdom;4;1
17555;51.24;United Kingdom;2;19
17556;17.7;United Kingdom;1;205
17557;22.05;United Kingdom;1;81
17560;79.3;United Kingdom;1;204
17561;5.31;United Kingdom;1;19
17562;84.2;United Kingdom;4;14
17564;52.95;United Kingdom;3;24
17566;80.35;United Kingdom;2;8
17567;232.83;United Kingdom;9;7
17569;43.6;United Kingdom;1;332
17571;199.56;United Kingdom;3;50
17572;17.7;United Kingdom;1;99
17573;44.16;United Kingdom;2;29
17576;355.62;United Kingdom;17;8
17578;18.72;United Kingdom;1;218
17579;57.66;United Kingdom;2;4
17580;23.5;United Kingdom;1;312
17581;1331.56;United Kingdom;19;0
17582;2.3;United Kingdom;1;236
17584;94.2;United Kingdom;1;7
17585;155.66;United Kingdom;4;109
17588;184.42;United Kingdom;2;100
17589;190.05;United Kingdom;4;60
17590;181.16;United Kingdom;3;2
17591;286.58;United Kingdom;7;73
17593;430.27;United Kingdom;6;3
17594;158.3;United Kingdom;2;85
17595;23.34;United Kingdom;2;12
17596;326.19;United Kingdom;7;23
17597;439.34;United Kingdom;1;213
17601;7.56;United Kingdom;1;239
17602;583.65;United Kingdom;6;2
17603;12.48;United Kingdom;1;78
17604;45.33;United Kingdom;2;217
17608;25.49;United Kingdom;1;33
17609;124.9;United Kingdom;5;40
17611;461.98;United Kingdom;12;30
17612;180.59;United Kingdom;6;53
17613;231.31;United Kingdom;10;22
17614;52.48;United Kingdom;1;57
17618;163.15;United Kingdom;2;248
17619;22.47;United Kingdom;1;312
17620;40.8;United Kingdom;1;59
17621;167.7;United Kingdom;2;21
17623;43.46;United Kingdom;1;32
17624;85.98;United Kingdom;2;14
17625;161.32;United Kingdom;4;18
17629;265.39;United Kingdom;6;5
17630;86.45;United Kingdom;2;169
17631;52.1;United Kingdom;3;1
17633;125.54;United Kingdom;4;31
17634;303.1;United Kingdom;9;36
17636;56.05;United Kingdom;2;8
17637;88.14;United Kingdom;2;31
17639;19.9;United Kingdom;1;276
17642;78.9;United Kingdom;1;176
17643;21.15;United Kingdom;1;373
17644;288.61;United Kingdom;7;36
17646;112.8;United Kingdom;3;219
17647;31.85;United Kingdom;1;65
17648;167.37;United Kingdom;4;60
17649;34.74;United Kingdom;1;138
17651;301.21;United Kingdom;8;31
17652;458.89;United Kingdom;12;25
17653;48.9;United Kingdom;2;38
17654;1.65;United Kingdom;1;277
17655;222.58;United Kingdom;7;10
17656;84.74;United Kingdom;3;73
17658;40.8;United Kingdom;1;211
17659;307.08;United Kingdom;9;3
17660;14.95;United Kingdom;1;141
17663;224.73;United Kingdom;6;25
17664;125.61;United Kingdom;2;18
17667;253.59;United Kingdom;3;66
17668;19.8;United Kingdom;1;38
17669;249.3;United Kingdom;3;85
17670;89.9;United Kingdom;1;227
17671;69.48;United Kingdom;4;15
17672;486.9;United Kingdom;3;50
17673;163.33;United Kingdom;6;1
17674;67.38;United Kingdom;1;74
17675;2129.65;United Kingdom;27;1
17676;138.8;United Kingdom;4;4
17677;1883.06;United Kingdom;19;1
17678;46.2;United Kingdom;1;263
17679;208.8;United Kingdom;1;85
17682;145.2;United Kingdom;5;10
17685;276.89;United Kingdom;6;16
17686;582.58;United Kingdom;6;7
17690;588.33;United Kingdom;12;30
17691;30;United Kingdom;1;358
17692;69.25;United Kingdom;2;226
17693;15.6;United Kingdom;1;137
17694;29.7;United Kingdom;1;141
17695;60.9;United Kingdom;2;131
17696;216.56;United Kingdom;8;38
17697;38.7;United Kingdom;1;236
17700;309.47;United Kingdom;4;16
17701;80.3;United Kingdom;1;252
17702;313.25;United Kingdom;4;108
17703;83.9;United Kingdom;1;35
17704;160.84;United Kingdom;2;168
17705;231.9;United Kingdom;5;30
17706;945.68;United Kingdom;12;4
17707;51;United Kingdom;1;185
17708;65.15;United Kingdom;2;187
17712;64.15;United Kingdom;1;44
17715;326.4;United Kingdom;1;200
17716;724.55;United Kingdom;10;29
17719;398.47;United Kingdom;11;37
17720;109.74;United Kingdom;3;26
17722;317.94;United Kingdom;5;96
17724;136.5;United Kingdom;3;71
17725;234.42;United Kingdom;8;70
17727;123.58;United Kingdom;1;15
17728;235.96;United Kingdom;3;3
17730;848.88;United Kingdom;10;3
17731;50.3;United Kingdom;4;79
17732;65.4;United Kingdom;1;372
17733;71.46;United Kingdom;2;38
17734;145.62;United Kingdom;3;53
17735;1058.47;United Kingdom;17;2
17736;52.83;United Kingdom;1;113
17737;32.19;United Kingdom;2;9
17738;168.63;United Kingdom;4;19
17739;421.2;United Kingdom;5;11
17742;59.35;United Kingdom;1;332
17744;267.74;United Kingdom;6;3
17746;-7.5;United Kingdom;1;234
17747;-6.75;United Kingdom;1;100
17749;96.2;United Kingdom;2;178
17750;133.83;United Kingdom;6;56
17754;45.4;United Kingdom;4;0
17757;653.17;United Kingdom;27;1
17758;455.68;United Kingdom;6;19
17759;226.91;United Kingdom;2;17
17760;16.75;United Kingdom;2;21
17761;141.84;United Kingdom;1;32
17764;66.3;United Kingdom;2;50
17765;49.9;United Kingdom;3;158
17767;15;United Kingdom;1;15
17768;389.2;United Kingdom;3;8
17769;324.65;United Kingdom;7;12
17770;194.85;United Kingdom;4;198
17771;48.15;United Kingdom;2;56
17772;30.3;United Kingdom;2;10
17774;186.15;United Kingdom;4;96
17777;76.29;United Kingdom;3;24
17779;101.56;United Kingdom;3;21
17781;62.54;United Kingdom;1;159
17783;17.38;United Kingdom;1;72
17785;5.04;United Kingdom;1;53
17786;27.74;United Kingdom;2;85
17787;249.93;United Kingdom;3;304
17788;3.25;United Kingdom;1;129
17789;35.4;United Kingdom;1;281
17790;162.47;United Kingdom;8;26
17791;23.5;United Kingdom;1;29
17793;44.73;United Kingdom;1;25
17795;24.6;United Kingdom;2;179
17796;44.65;United Kingdom;3;313
17797;74.36;United Kingdom;3;22
17799;308.6;United Kingdom;8;22
17800;79.2;United Kingdom;6;49
17802;173.18;United Kingdom;4;82
17805;2.1;United Kingdom;1;73
17806;16.6;United Kingdom;1;11
17809;285.95;United Kingdom;3;56
17811;701.59;United Kingdom;38;4
17812;49.02;United Kingdom;4;12
17813;122.6;United Kingdom;5;14
17816;10.77;United Kingdom;3;36
17817;15.63;United Kingdom;2;4
17819;646.44;United Kingdom;4;194
17824;71.76;United Kingdom;1;51
17827;195.87;United Kingdom;5;5
17828;147.11;Other;5;8
17829;150.6;Other;1;298
17830;49.9;United Kingdom;2;261
17831;17.7;United Kingdom;1;33
17832;5.54;United Kingdom;1;49
17835;40.31;United Kingdom;3;2
17836;0.8;United Kingdom;1;47
17837;197.41;United Kingdom;6;42
17838;315.51;United Kingdom;6;26
17839;36.58;United Kingdom;1;42
17841;4972.26;United Kingdom;119;1
17843;26;United Kingdom;1;303
17844;6.64;Other;1;106
17846;2033.1;United Kingdom;1;85
17848;23.6;United Kingdom;2;148
17850;793.89;United Kingdom;20;302
17852;8.75;United Kingdom;2;11
17857;3825.82;United Kingdom;9;4
17858;501.05;United Kingdom;7;5
17859;2.51;United Kingdom;1;304
17860;28.15;United Kingdom;1;368
17861;145.89;United Kingdom;6;3
17862;11.7;United Kingdom;1;323
17863;324.64;United Kingdom;6;59
17864;83.36;United Kingdom;3;12
17865;1005;United Kingdom;13;30
17867;33.03;United Kingdom;2;30
17869;62.62;United Kingdom;3;107
17870;191.71;United Kingdom;9;2
17871;16.5;United Kingdom;1;204
17873;20.4;United Kingdom;1;373
17874;171.2;United Kingdom;4;225
17878;26.1;United Kingdom;1;43
17879;4.65;United Kingdom;1;173
17880;59;United Kingdom;1;364
17883;51;United Kingdom;4;3
17884;77.1;United Kingdom;4;3
17885;20.49;United Kingdom;1;12
17886;124.93;United Kingdom;3;31
17887;2.95;United Kingdom;1;129
17888;7.54;United Kingdom;3;59
17890;89.35;United Kingdom;2;322
17891;18.07;United Kingdom;1;162
17892;28.8;United Kingdom;1;155
17893;9.2;United Kingdom;1;225
17894;118.66;United Kingdom;7;71
17895;10.05;United Kingdom;1;44
17897;108.32;United Kingdom;3;172
17898;16.3;United Kingdom;2;85
17899;5.41;United Kingdom;1;159
17900;2.4;United Kingdom;2;164
17904;27.09;United Kingdom;1;21
17905;330.05;United Kingdom;3;71
17908;36.8;United Kingdom;1;373
17911;77.38;United Kingdom;1;9
17912;36.55;United Kingdom;5;310
17913;31.35;United Kingdom;2;58
17914;15.11;United Kingdom;1;3
17917;48.2;United Kingdom;3;45
17920;547.26;United Kingdom;14;4
17921;63.92;United Kingdom;4;64
17924;496.05;United Kingdom;3;11
17926;53.1;United Kingdom;2;133
17928;43.55;United Kingdom;2;45
17929;196.2;United Kingdom;1;308
17930;151.08;United Kingdom;3;35
17931;17.17;United Kingdom;2;134
17932;120.05;United Kingdom;3;29
17934;89.7;United Kingdom;1;58
17935;10.45;United Kingdom;1;141
17936;59.15;United Kingdom;1;5
17937;678.72;United Kingdom;3;257
17939;32.65;United Kingdom;1;159
17940;332.4;United Kingdom;3;49
17946;10.1;United Kingdom;1;233
17949;8450.83;United Kingdom;11;1
17950;125.69;United Kingdom;4;72
17951;40.8;United Kingdom;1;358
17954;241.94;United Kingdom;12;5
17955;70.2;United Kingdom;3;218
17957;23.61;United Kingdom;1;66
17960;5;United Kingdom;1;171
17961;110.19;United Kingdom;14;31
17962;6.07;United Kingdom;1;142
17964;49.79;United Kingdom;2;31
17965;240.27;United Kingdom;12;37
17966;48.6;United Kingdom;3;151
17967;4.75;United Kingdom;1;371
17968;36.3;United Kingdom;1;373
17969;86.75;United Kingdom;2;166
17970;83.75;United Kingdom;1;211
17972;16.3;United Kingdom;1;241
17973;30;United Kingdom;1;51
17974;56.76;United Kingdom;3;24
17975;416.54;United Kingdom;13;15
17976;43.25;United Kingdom;1;372
17977;99.15;United Kingdom;1;29
17978;35.4;United Kingdom;1;365
17979;85.78;United Kingdom;4;35
17980;189;United Kingdom;3;165
17984;44.49;United Kingdom;1;145
17985;9;United Kingdom;1;22
17987;18.84;United Kingdom;1;185
17988;10.82;United Kingdom;3;11
17990;89.6;United Kingdom;1;236
17991;2.95;United Kingdom;1;225
17994;54.3;United Kingdom;2;189
17995;52.5;United Kingdom;1;281
17997;201.49;United Kingdom;8;79
17999;65.15;United Kingdom;2;37
18001;23.19;United Kingdom;1;86
18004;9.48;United Kingdom;1;362
18005;39.6;United Kingdom;2;3
18006;92.65;United Kingdom;1;23
18008;466.74;United Kingdom;4;203
18009;8.75;United Kingdom;1;235
18011;16.54;United Kingdom;1;373
18013;13.77;United Kingdom;1;155
18014;31.07;United Kingdom;1;28
18015;26.66;United Kingdom;1;4
18016;121.39;United Kingdom;5;32
18018;10.9;United Kingdom;1;108
18019;14.85;United Kingdom;1;51
18022;43.28;United Kingdom;1;35
18024;0.59;United Kingdom;1;152
18027;21.1;United Kingdom;1;98
18030;101.2;United Kingdom;1;42
18033;13;United Kingdom;1;65
18034;67.86;United Kingdom;2;21
18035;47.9;United Kingdom;3;35
18036;11.54;United Kingdom;2;32
18037;3.3;United Kingdom;1;322
18040;56.2;United Kingdom;1;245
18041;412.93;United Kingdom;16;11
18043;94.53;United Kingdom;3;24
18044;152.38;United Kingdom;6;36
18045;13.68;United Kingdom;1;45
18048;22.5;United Kingdom;1;203
18050;15;United Kingdom;1;359
18053;15;United Kingdom;1;70
18055;613.36;United Kingdom;9;7
18056;76.75;United Kingdom;1;288
18059;23.4;United Kingdom;2;44
18061;182.4;United Kingdom;4;151
18062;72.9;United Kingdom;2;173
18064;16.5;United Kingdom;1;133
18065;242.4;United Kingdom;9;5
18066;30;United Kingdom;1;75
18067;56.97;United Kingdom;1;40
18069;212.25;United Kingdom;5;26
18071;99.05;United Kingdom;2;257
18072;-5.64;United Kingdom;2;155
18073;638.04;United Kingdom;5;128
18074;31.2;United Kingdom;1;373
18075;338.54;United Kingdom;11;23
18077;252.46;United Kingdom;11;8
18078;39.75;United Kingdom;1;259
18079;195.87;United Kingdom;3;45
18081;17.7;United Kingdom;1;133
18082;18.64;United Kingdom;1;25
18085;142.2;United Kingdom;2;330
18086;10.08;United Kingdom;1;274
18087;-81.6;United Kingdom;1;144
18088;32.05;United Kingdom;1;61
18092;1312.32;United Kingdom;6;2
18093;643.08;United Kingdom;2;120
18094;321.12;United Kingdom;4;81
18095;55.8;United Kingdom;1;332
18096;59.53;United Kingdom;3;11
18097;231.2;United Kingdom;5;7
18099;36.86;United Kingdom;1;127
18101;16.6;United Kingdom;1;11
18102;22769.86;United Kingdom;32;1
18104;113.4;United Kingdom;1;37
18105;15.35;United Kingdom;1;37
18106;69.8;United Kingdom;1;329
18109;772.25;United Kingdom;21;7
18110;25.8;United Kingdom;2;19
18112;42.8;United Kingdom;2;12
18114;53.45;United Kingdom;1;290
18116;198.84;United Kingdom;8;67
18117;47.23;United Kingdom;1;25
18118;638.61;United Kingdom;27;10
18119;4.32;United Kingdom;1;367
18120;10.9;United Kingdom;1;214
18121;92.82;United Kingdom;1;154
18122;174.85;United Kingdom;5;8
18123;87.45;United Kingdom;2;24
18125;146.41;United Kingdom;4;29
18126;17.75;United Kingdom;1;60
18127;15;United Kingdom;2;19
18130;70.08;United Kingdom;2;28
18135;195.82;United Kingdom;3;29
18136;10.08;United Kingdom;1;319
18139;1177.5;United Kingdom;6;17
18141;-35.4;United Kingdom;1;360
18142;88.62;United Kingdom;2;151
18143;79.54;United Kingdom;2;116
18144;488.2;United Kingdom;6;78
18145;213.32;United Kingdom;4;12
18146;26.4;United Kingdom;1;140
18147;19.92;United Kingdom;1;108
18149;243.9;United Kingdom;2;215
18150;17.4;United Kingdom;1;140
18151;96.33;United Kingdom;2;134
18154;55.08;United Kingdom;2;3
18156;98.2;United Kingdom;2;12
18158;39.5;United Kingdom;2;9
18159;15.6;United Kingdom;1;301
18160;100.9;United Kingdom;2;57
18161;71.98;United Kingdom;4;15
18164;17.85;United Kingdom;1;37
18165;99;United Kingdom;1;177
18167;34.8;United Kingdom;3;23
18168;91.41;United Kingdom;4;176
18169;35.4;United Kingdom;1;60
18170;149.55;United Kingdom;2;33
18171;179.96;United Kingdom;4;58
18172;1046.17;United Kingdom;12;35
18173;145.8;United Kingdom;2;199
18176;75.65;United Kingdom;2;353
18177;125.45;United Kingdom;3;31
18178;241.45;United Kingdom;4;128
18179;139.2;United Kingdom;5;9
18180;193.57;United Kingdom;6;4
18181;41.45;United Kingdom;1;24
18183;61.25;United Kingdom;3;227
18185;13.2;United Kingdom;1;249
18188;142.76;United Kingdom;3;15
18189;47;United Kingdom;1;267
18191;40.8;United Kingdom;1;261
18192;172.6;United Kingdom;1;71
18193;19.9;United Kingdom;1;165
18196;95.19;United Kingdom;2;95
18198;345.76;United Kingdom;10;4
18200;7.5;United Kingdom;1;106
18202;167.74;United Kingdom;3;199
18203;21.8;United Kingdom;1;157
18204;164.39;United Kingdom;3;71
18205;15;United Kingdom;1;36
18210;250.09;United Kingdom;6;1
18211;70.58;United Kingdom;4;43
18212;37.85;United Kingdom;1;326
18213;25;United Kingdom;1;236
18215;47.94;United Kingdom;1;89
18216;25.5;United Kingdom;1;31
18217;75.38;United Kingdom;1;70
18218;9.96;United Kingdom;2;267
18219;251.21;United Kingdom;7;2
18221;186.45;United Kingdom;5;22
18222;13.2;United Kingdom;1;92
18223;542.07;United Kingdom;14;4
18224;42.9;United Kingdom;1;263
18225;570.71;United Kingdom;12;3
18226;515.96;United Kingdom;11;44
18228;154.44;United Kingdom;2;56
18229;583.3;United Kingdom;11;11
18230;330.54;United Kingdom;5;9
18231;256.06;United Kingdom;5;192
18232;40.95;United Kingdom;2;192
18235;201.81;United Kingdom;3;71
18236;69.9;United Kingdom;3;29
18237;67.35;United Kingdom;3;65
18239;308.53;United Kingdom;4;218
18240;15.6;United Kingdom;1;46
18241;233.1;United Kingdom;8;9
18242;89.46;United Kingdom;2;72
18245;354.96;United Kingdom;7;7
18246;159.2;United Kingdom;1;23
18248;97.95;United Kingdom;2;122
18249;12.48;United Kingdom;1;17
18250;45.75;United Kingdom;1;310
18251;1164.96;United Kingdom;1;87
18252;18.96;United Kingdom;1;50
18255;30;United Kingdom;1;89
18257;163.4;United Kingdom;4;67
18259;77;United Kingdom;2;85
18260;374.94;United Kingdom;7;172
18262;11.7;United Kingdom;1;140
18263;93.8;United Kingdom;3;25
18265;90.8;United Kingdom;2;72
18270;-5.05;United Kingdom;2;38
18272;434.38;United Kingdom;5;45
18274;12.3;United Kingdom;2;17
18276;32.7;United Kingdom;1;43
18277;12.6;United Kingdom;1;58
18280;23.7;United Kingdom;1;277
18281;5.04;United Kingdom;1;180
18282;53.4;United Kingdom;1;126
18283;221.93;United Kingdom;13;3
18287;315.84;United Kingdom;2;58
